#,When,Who,Problem_name,Number,Character
144368305,Jan/29/2022 00:42,Amr_Kart,And Matching,1631,C
144365804,Jan/28/2022 23:35,Amr_Kart,Fun with Even Subarrays,1631,B
144349626,Jan/28/2022 19:55,Amr_Kart,Min Max Swap,1631,A
144344002,Jan/28/2022 19:20,Amr_Kart,Meximum Array,1629,C
144328771,Jan/28/2022 17:01,Amr_Kart,GCD Arrays,1629,B
144325216,Jan/28/2022 16:28,Amr_Kart,Download More RAM,1629,A
143146274,Jan/17/2022 19:44,Amr_Kart,Elementary Particles,1625,B
143027038,Jan/16/2022 20:16,Amr_Kart,Monsters And Spells,1626,C
143003836,Jan/16/2022 18:18,Amr_Kart,Minor Reduction,1626,B
142965665,Jan/16/2022 17:37,Amr_Kart,Equidistant Letters,1626,A
142531585,Jan/12/2022 19:13,Amr_Kart,Ancient Civilization,1625,A
142311881,Jan/11/2022 01:35,Amr_Kart,Palindromes Coloring,1624,D
142277916,Jan/10/2022 19:29,Amr_Kart,Make AP,1624,B
142272548,Jan/10/2022 19:18,Amr_Kart,Division by Two and Permutation,1624,C
142203294,Jan/10/2022 17:44,Amr_Kart,Plus One on the Subset,1624,A
141522741,Jan/03/2022 18:11,Amr_Kart,Stable Arrangement of Rooks,1621,A
141130013,Dec/29/2021 21:08,Amr_Kart,Mirror in the String,1616,B
141065735,Dec/29/2021 18:56,Amr_Kart,Integer Diversity,1616,A
140830707,Dec/27/2021 20:53,Amr_Kart,Berland Music,1622,B
140782209,Dec/27/2021 18:12,Amr_Kart,Construct a Rectangle,1622,A
140675953,Dec/26/2021 19:18,Amr_Kart,Wrong Addition,1619,C
140094988,Dec/20/2021 20:05,Amr_Kart,Squares and Cubes,1619,B
140094671,Dec/20/2021 20:02,Amr_Kart,Square String?,1619,A
139915366,Dec/19/2021 20:09,Amr_Kart,Equal or Not Equal,1620,A
139834780,Dec/18/2021 22:37,Amr_Kart,GCD Problem,1617,B
139800090,Dec/18/2021 19:49,Amr_Kart,Forbidden Subsequence,1617,A
139767459,Dec/18/2021 18:49,Amr_Kart,Array and Operations,1618,D
139684446,Dec/18/2021 00:42,Amr_Kart,Paint the Array,1618,C
139676156,Dec/17/2021 22:10,Amr_Kart,Missing Bigram,1618,B
139658452,Dec/17/2021 19:20,Amr_Kart,Polycarp and Sums of Subsequences,1618,A
137694527,Dec/01/2021 19:12,Amr_Kart,Poisoned Dagger,1613,C
137685319,Dec/01/2021 18:52,Amr_Kart,Absent Remainder,1613,B
137669092,Dec/01/2021 18:23,Amr_Kart,Long Comparison,1613,A
137025964,Nov/26/2021 15:38,Amr_Kart,Divan and a New Project,1614,B
136996373,Nov/26/2021 14:24,Amr_Kart,Divan and a Store,1614,A
136913054,Nov/25/2021 19:22,Amr_Kart,Polycarp Recovers the Permutation,1611,C
136879833,Nov/25/2021 18:20,Amr_Kart,Team Composition: Programmers and Mathematicians,1611,B
136846753,Nov/25/2021 17:41,Amr_Kart,Make Even,1611,A
135179291,Nov/12/2021 20:42,Amr_Kart,Dominant Character,1605,C
135147514,Nov/12/2021 18:44,Amr_Kart,Reverse Sort,1605,B
135117182,Nov/12/2021 17:54,Amr_Kart,A.M. Deviation,1605,A
134147223,Nov/02/2021 22:08,Amr_Kart,Minimum Extraction,1607,C
134117633,Nov/02/2021 19:07,Amr_Kart,Odd Grasshopper,1607,B
134075716,Nov/02/2021 17:51,Amr_Kart,Linear Keyboard,1607,A
133776187,Oct/31/2021 17:41,Amr_Kart,Equalize,1037,C
133704214,Oct/30/2021 23:57,Amr_Kart,A and B and Team Training,519,C
133701205,Oct/30/2021 23:00,Amr_Kart,Sereja and Suffixes,368,B
133681981,Oct/30/2021 19:30,Amr_Kart,XOR Specia LIS t,1604,B
133626638,Oct/30/2021 17:46,Amr_Kart,Era,1604,A
133528788,Oct/29/2021 20:36,Amr_Kart,AB Balance,1606,A
133517153,Oct/29/2021 19:26,Amr_Kart,Update Files,1606,B
133193089,Oct/26/2021 21:54,Amr_Kart,"Vupsen, Pupsen and 0",1582,D
133108523,Oct/26/2021 01:15,Amr_Kart,Grandma Capa Knits a Scarf,1582,C
132930427,Oct/24/2021 16:33,Amr_Kart,Luntik and Subsequences,1582,B
132928269,Oct/24/2021 16:15,Amr_Kart,Luntik and Concerts,1582,A
132464411,Oct/19/2021 20:02,Amr_Kart,Last minute enhancements,1466,B
132456745,Oct/19/2021 18:40,Amr_Kart,Last Year's Substring,1462,B
132295593,Oct/18/2021 01:39,Amr_Kart,Delete Two Elements,1598,C
132270649,Oct/17/2021 18:29,Amr_Kart,Make it Divisible by 25,1593,B
131953190,Oct/14/2021 18:15,Amr_Kart,Cactus Juice,103317,C
131951108,Oct/14/2021 17:50,Amr_Kart,Pro Bending,103317,B
131950329,Oct/14/2021 17:42,Amr_Kart,Oseye Sort,103317,A
131885569,Oct/14/2021 04:44,Amr_Kart,All are Same,1593,D1
131868088,Oct/13/2021 22:11,Amr_Kart,Save More Mice,1593,C
131819443,Oct/13/2021 18:54,Amr_Kart,Make it Divisible by 25,1593,B
131785835,Oct/13/2021 18:11,Amr_Kart,Elections,1593,A
131668224,Oct/12/2021 20:13,Amr_Kart,Almost Prime,26,A
131662309,Oct/12/2021 18:55,Amr_Kart,QAQ,894,A
131590354,Oct/11/2021 23:42,Amr_Kart,QAQ,894,A
131578921,Oct/11/2021 20:48,Amr_Kart,Groups,1598,B
131480487,Oct/10/2021 18:44,Amr_Kart,Computer Game,1598,A
131469785,Oct/10/2021 16:44,Amr_Kart,Make Them Equal,1594,C
131201366,Oct/08/2021 19:05,Amr_Kart,Special Numbers,1594,B
131173492,Oct/08/2021 18:10,Amr_Kart,Consecutive Sum Riddle,1594,A
131103433,Oct/07/2021 23:52,Amr_Kart,The Cake Is a Lie,1519,B
130833834,Oct/04/2021 21:33,Amr_Kart,Hemose Shopping,1592,B
130726201,Oct/03/2021 20:26,Amr_Kart,Gamer Hemose,1592,A
130579282,Oct/02/2021 18:46,Amr_Kart,Integer Sequence Dividing,1102,A
130568777,Oct/02/2021 17:00,Amr_Kart,Card Deck,1492,B
130480653,Oct/01/2021 18:36,Amr_Kart,Three swimmers,1492,A
130476150,Oct/01/2021 17:50,Amr_Kart,Productive Meeting,1579,D
130411962,Sep/30/2021 22:53,Amr_Kart,Preparing Olympiad,550,B
130409530,Sep/30/2021 22:12,Amr_Kart,Petr and a Combination Lock,1097,B
130402700,Sep/30/2021 20:40,Amr_Kart,Ticks,1579,C
130289555,Sep/29/2021 20:14,Amr_Kart,Permutation Minimization by Deque,1579,E1
130285767,Sep/29/2021 19:24,Amr_Kart,Shifting Sort,1579,B
130106957,Sep/28/2021 17:41,Amr_Kart,Casimir's String Solitaire,1579,A
130037992,Sep/27/2021 22:57,Amr_Kart,"Sagheer, the Hausmeister",812,B
130012985,Sep/27/2021 17:44,Amr_Kart,Badge,1020,B
129860328,Sep/25/2021 17:24,Amr_Kart,Secret Combination,496,B
129792710,Sep/24/2021 21:44,Amr_Kart,Undoubtedly Lucky Numbers,244,B
129709935,Sep/23/2021 23:07,Amr_Kart,Dreamoon and WiFi,476,B
129701594,Sep/23/2021 21:09,Amr_Kart,Hexadecimal's Numbers,9,C
129689138,Sep/23/2021 18:30,Amr_Kart,Lucky Numbers (easy),96,B
129678961,Sep/23/2021 16:47,Amr_Kart,Tavas and SaDDas,535,B
129364193,Sep/20/2021 18:03,Amr_Kart,Regular Bracket Sequences,1574,A
129276160,Sep/19/2021 18:33,Amr_Kart,Division,1445,C
129162686,Sep/18/2021 16:33,Amr_Kart,Nastya Studies Informatics,992,B
129104201,Sep/17/2021 22:10,Amr_Kart,Divisor Subtraction,1076,B
129101422,Sep/17/2021 21:29,Amr_Kart,Almost All Divisors,1165,D
129096724,Sep/17/2021 20:34,Amr_Kart,T primes,230,B
129025601,Sep/17/2021 01:09,Amr_Kart,Friends and Gifts,1283,C
129016479,Sep/16/2021 21:42,Amr_Kart,Candies Division,1283,B
129014995,Sep/16/2021 21:19,Amr_Kart,Minutes Before the New Year,1283,A
129013048,Sep/16/2021 20:52,Amr_Kart,Payment Without Change,1256,A
128933162,Sep/15/2021 21:58,Amr_Kart,Yet Another Broken Keyboard,1272,C
128927275,Sep/15/2021 20:28,Amr_Kart,Snow Walking Robot,1272,B
128921422,Sep/15/2021 19:08,Amr_Kart,Three Friends,1272,A
128901413,Sep/15/2021 15:22,Amr_Kart,Special Permutation,1352,G
128740167,Sep/13/2021 17:50,Amr_Kart,Median Maximization,1566,A
128734244,Sep/13/2021 16:49,Amr_Kart,Anti knapsack,1493,A
128454336,Sep/11/2021 00:05,Amr_Kart,Review Site,1511,A
128453460,Sep/10/2021 23:40,Amr_Kart,Chess Tournament,1569,B
128429628,Sep/10/2021 17:40,Amr_Kart,Balanced Substring,1569,A
128365541,Sep/09/2021 19:52,Amr_Kart,Make a Power of Two,1560,D
128351709,Sep/09/2021 17:04,Amr_Kart,Infinity Table,1560,C
128290132,Sep/08/2021 21:30,Amr_Kart,Who's Opposite?,1560,B
128287629,Sep/08/2021 20:53,Amr_Kart,Dislike of Threes,1560,A
128275462,Sep/08/2021 19:27,Amr_Kart,Palindrome Game (easy version),1527,B1
128229386,Sep/08/2021 17:52,Amr_Kart,And Then There Were K,1527,A
123850904,Jul/26/2021 17:58,Amr_Kart,Perfect Team,1221,C
123777088,Jul/25/2021 22:57,Amr_Kart,Running for Gold,1552,B
123720957,Jul/25/2021 17:44,Amr_Kart,Subsequence Permutation,1552,A
123707583,Jul/25/2021 16:34,Amr_Kart,Two Teams Composing,1335,C
123619680,Jul/24/2021 18:24,Amr_Kart,Card Constructions,1345,B
123479367,Jul/23/2021 18:09,Amr_Kart,Wonderful Coloring   1,1551,B1
123460658,Jul/23/2021 17:48,Amr_Kart,Polycarp and Coins,1551,A
122863265,Jul/17/2021 22:07,Amr_Kart,Sum of Cubes,1490,C
122716750,Jul/17/2021 00:18,Amr_Kart,Rank List,166,A
122709427,Jul/16/2021 22:18,Amr_Kart,Interesting drink,706,B
122703612,Jul/16/2021 20:47,Amr_Kart,Shovels and Swords,1366,A
122694107,Jul/16/2021 18:52,Amr_Kart,Sport Mafia,1195,B
122607578,Jul/15/2021 20:24,Amr_Kart,Different Divisors,1474,B
122386348,Jul/14/2021 01:06,Amr_Kart,K divisible Sum,1476,A
122020411,Jul/10/2021 23:43,Amr_Kart,Steps,152,B
122016606,Jul/10/2021 22:23,Amr_Kart,!Hasan,101257,D
121970477,Jul/10/2021 18:50,Amr_Kart,Alphabetical Strings,1547,B
121932631,Jul/10/2021 17:59,Amr_Kart,Shortest Path with Obstacle,1547,A
121822490,Jul/09/2021 17:04,Amr_Kart,Customising the Track,1543,B
121603527,Jul/07/2021 18:13,Amr_Kart,Exciting Bets,1543,A
121486350,Jul/06/2021 17:21,Amr_Kart,Space Navigation,1481,A
121201254,Jul/03/2021 16:14,Amr_Kart,Odd Set,1542,A
121129877,Jul/02/2021 19:40,Amr_Kart,Pretty Permutations,1541,A
120967518,Jun/30/2021 19:32,Amr_Kart,Friends and Candies,1538,B
120964678,Jun/30/2021 18:53,Amr_Kart,Stone Game,1538,A
120960819,Jun/30/2021 18:04,Amr_Kart,GCD Length,1511,B
120899104,Jun/29/2021 20:16,Amr_Kart,Permutation Sort,1525,B
120147366,Jun/20/2021 19:16,Amr_Kart,Yet Another Palindrome Problem,1324,B
120145704,Jun/20/2021 18:56,Amr_Kart,Yet Another Tetris Problem,1324,A
119881614,Jun/18/2021 19:00,Amr_Kart,Bad Boy,1537,B
119831932,Jun/18/2021 18:01,Amr_Kart,Arithmetic Array,1537,A
118822531,Jun/08/2021 19:02,Amr_Kart,Array Reodering,1535,B
118742813,Jun/07/2021 19:37,Amr_Kart,Fair Playoff,1535,A
118740480,Jun/07/2021 19:10,Amr_Kart,Same Differences,1520,D
117587978,May/28/2021 15:53,Amr_Kart,Not Adjacent Matrix,1520,C
117524511,May/27/2021 20:35,Amr_Kart,Ordinary Numbers,1520,B
117516036,May/27/2021 19:06,Amr_Kart,Do Not Be Distracted!,1520,A
112687357,Apr/11/2021 18:28,Amr_Kart,Array and Peaks,1513,A
112588307,Apr/11/2021 02:29,Amr_Kart,Almost Rectangle,1512,B
112586871,Apr/11/2021 01:32,Amr_Kart,Spy Detected!,1512,A
112420655,Apr/10/2021 03:25,Amr_Kart,Ball in Berland,1475,C
112402648,Apr/09/2021 20:34,Amr_Kart,New Year's Number,1475,B
112401509,Apr/09/2021 20:20,Amr_Kart,Odd Divisor,1475,A
111828202,Apr/03/2021 05:33,Amr_Kart,Special Elements,1352,E
111811341,Apr/02/2021 21:00,Amr_Kart,"Alice, Bob and Candies",1352,D
111520171,Mar/31/2021 06:44,Amr_Kart,K th Not Divisible by n,1352,C
111514888,Mar/31/2021 03:30,Amr_Kart,Same Parity Summands,1352,B
111512011,Mar/31/2021 01:13,Amr_Kart,Sum of Round Numbers,1352,A
111397071,Mar/29/2021 19:09,Amr_Kart,GCD Sum,1498,A
111233930,Mar/27/2021 21:25,Amr_Kart,Max and Mex,1496,B
111171738,Mar/27/2021 03:19,Amr_Kart,Partial Replacement,1506,B
111148120,Mar/26/2021 18:32,Amr_Kart,Double ended Strings,1506,C
111051010,Mar/25/2021 19:19,Amr_Kart,Strange Table,1506,A
110921290,Mar/24/2021 21:10,Amr_Kart,Increase and Copy,1426,C
110852713,Mar/24/2021 03:42,Amr_Kart,Symmetric Matrix,1426,B
110841816,Mar/23/2021 21:59,Amr_Kart,Move Brackets,1374,C
110835865,Mar/23/2021 20:36,Amr_Kart,"Multiply by 2, divide by 6",1374,B
110628148,Mar/21/2021 16:24,Amr_Kart,Prison Break,1484,A
110543736,Mar/20/2021 16:21,Amr_Kart,Dense Array,1490,A
110457387,Mar/19/2021 16:51,Amr_Kart,k LCM (hard version),1497,C2
110349379,Mar/18/2021 18:23,Amr_Kart,Domino on Windowsill,1499,A
110315035,Mar/18/2021 15:57,Amr_Kart,Meximization,1497,A
110247297,Mar/17/2021 19:49,Amr_Kart,k LCM (easy version),1497,C1
110118722,Mar/16/2021 16:57,Amr_Kart,Yet Another Two Integers Problem,1409,A
110113920,Mar/16/2021 15:59,Amr_Kart,A and B and Team Training,519,C
110064413,Mar/15/2021 22:05,Amr_Kart,Replace To Make Regular Bracket Sequence,612,C
110055919,Mar/15/2021 19:47,Amr_Kart,Songs Compression,1015,C
110044604,Mar/15/2021 17:13,Amr_Kart,The number on the board,835,B
109996546,Mar/14/2021 22:47,Amr_Kart,Odd sum,797,B
109902064,Mar/13/2021 17:39,Amr_Kart,Regular Bracket Sequence,26,B
109896636,Mar/13/2021 16:44,Amr_Kart,Telephone Number,1167,A
109893989,Mar/13/2021 16:17,Amr_Kart,Display The Number,1295,A
109882103,Mar/13/2021 14:19,Amr_Kart,Hit the Lottery,996,A
109807524,Mar/12/2021 21:20,Amr_Kart,Cinema Line,349,A
109793527,Mar/12/2021 17:56,Amr_Kart,Football,43,A
109455289,Mar/09/2021 12:49,Amr_Kart,Anton and Digits,734,B
109453277,Mar/09/2021 12:19,Amr_Kart,Equalize Prices Again,1234,A
109452485,Mar/09/2021 12:07,Amr_Kart,Patrick and Shopping,599,A
109324449,Mar/07/2021 12:48,Amr_Kart,Captain Flint and Crew Recruitment,1388,A
108506712,Feb/26/2021 05:16,Amr_Kart,Yet Another Bookshelf,1433,B
108504713,Feb/26/2021 03:12,Amr_Kart,Mezo Playing Zoma,1285,A
108503849,Feb/26/2021 02:14,Amr_Kart,Three Piles of Candies,1196,A
108445294,Feb/25/2021 07:27,Amr_Kart,Epic Game,119,A
108442631,Feb/25/2021 06:09,Amr_Kart,Maximum Increase,702,A
108441049,Feb/25/2021 05:24,Amr_Kart,Bad Triangle,1398,A
108439721,Feb/25/2021 04:51,Amr_Kart,Juggling Letters,1397,A
108360419,Feb/24/2021 08:36,Amr_Kart,String Similarity,1400,A
108354787,Feb/24/2021 07:25,Amr_Kart,Common Subsequence,1382,A
108351767,Feb/24/2021 06:15,Amr_Kart,Replacing Elements,1473,A
108349691,Feb/24/2021 05:25,Amr_Kart,C+=,1368,A
108346572,Feb/24/2021 03:43,Amr_Kart,Favorite Sequence,1462,A
108345052,Feb/24/2021 02:22,Amr_Kart,Die Roll,9,A
108344162,Feb/24/2021 01:30,Amr_Kart,Bus to Udayland,711,A
108224237,Feb/23/2021 08:25,Amr_Kart,Floor Number,1426,A
108096054,Feb/21/2021 13:50,Amr_Kart,Fair Division,1472,B
108068322,Feb/21/2021 06:22,Amr_Kart,Night at the Museum,731,A
108066014,Feb/21/2021 04:58,Amr_Kart,Combination Lock,540,A
108057319,Feb/20/2021 22:47,Amr_Kart,Tram,116,A
108053741,Feb/20/2021 21:37,Amr_Kart,Anton and Letters,443,A
108052597,Feb/20/2021 21:18,Amr_Kart,Vus the Cossack and a Contest,1186,A
108051801,Feb/20/2021 21:06,Amr_Kart,LCM Problem,1389,A
107988364,Feb/20/2021 05:22,Amr_Kart,EhAb AnD gCd,1325,A
107986821,Feb/20/2021 04:15,Amr_Kart,Again Twenty Five!,630,A
107986410,Feb/20/2021 03:53,Amr_Kart,CopyCopyCopyCopyCopy,1325,B
107982336,Feb/20/2021 00:47,Amr_Kart,Minutes Before the New Year,1283,A
107981690,Feb/20/2021 00:26,Amr_Kart,Mahmoud and Ehab and the even odd game,959,A
107980916,Feb/20/2021 00:03,Amr_Kart,Cards for Friends,1472,A
107968127,Feb/19/2021 20:24,Amr_Kart,Soft Drinking,151,A
107886005,Feb/18/2021 23:53,Amr_Kart,Omkar and Completion,1372,A
107879780,Feb/18/2021 22:09,Amr_Kart,Array with Odd Sum,1296,A
107736096,Feb/18/2021 05:24,Amr_Kart,Ichihime and Triangle,1337,A
107713273,Feb/17/2021 19:49,Amr_Kart,Sereja and Dima,381,A
107557251,Feb/16/2021 18:05,Amr_Kart,Fafa and his Company,935,A
107536896,Feb/16/2021 17:12,Amr_Kart,Special Permutation,1454,A
107494431,Feb/16/2021 04:03,Amr_Kart,Vanya and Cubes,492,A
107493538,Feb/16/2021 03:08,Amr_Kart,Black Square,431,A
107492662,Feb/16/2021 02:14,Amr_Kart,Gennady and a Card Game,1097,A
107286586,Feb/13/2021 17:42,Amr_Kart,FashionabLee,1369,A
107000797,Feb/09/2021 19:08,Amr_Kart,Three Pairwise Maximums,1385,A
106925302,Feb/08/2021 19:25,Amr_Kart,Collecting Coins,1294,A
106914486,Feb/08/2021 17:10,Amr_Kart,Brain's Photos,707,A
106698431,Feb/06/2021 22:03,Amr_Kart,Add Odd or Subtract Even,1311,A
106696717,Feb/06/2021 21:30,Amr_Kart,Park Lighting,1358,A
106679044,Feb/06/2021 16:46,Amr_Kart,Boring Apartments,1433,A
106483435,Feb/04/2021 21:22,Amr_Kart,Maximum in Table,509,A
106479512,Feb/04/2021 20:31,Amr_Kart,Magical Sticks,1371,A
106475845,Feb/04/2021 19:46,Amr_Kart,Restore the Permutation by Merger,1385,B
106469607,Feb/04/2021 18:34,Amr_Kart,Maximum GCD,1370,A
106456357,Feb/04/2021 16:10,Amr_Kart,Bachgold Problem,749,A
106451196,Feb/04/2021 15:10,Amr_Kart,Most Unstable Array,1353,A
106275823,Feb/02/2021 14:41,Amr_Kart,Phoenix and Balance,1348,A
106107053,Jan/31/2021 16:37,Amr_Kart,Honest Coach,1360,B
106102641,Jan/31/2021 15:47,Amr_Kart,Mishka and Game,703,A
106098881,Jan/31/2021 15:01,Amr_Kart,Team Olympiad,490,A
105933766,Jan/29/2021 19:26,Amr_Kart,Even Array,1367,B
105839217,Jan/29/2021 15:29,Amr_Kart,Required Remainder,1374,A
105706077,Jan/28/2021 18:09,Amr_Kart,Minimal Square,1360,A
105675115,Jan/28/2021 17:24,Amr_Kart,Gifts Fixing,1399,B
105563346,Jan/27/2021 13:50,Amr_Kart,Two Arrays And Swaps,1353,B
105558652,Jan/27/2021 12:42,Amr_Kart,Choosing Teams,432,A
105478764,Jan/26/2021 15:42,Amr_Kart,Holiday Of Equality,758,A
105473089,Jan/26/2021 14:37,Amr_Kart,The New Year: Meeting Friends,723,A
105472516,Jan/26/2021 14:31,Amr_Kart,Police Recruits,427,A
105289406,Jan/25/2021 13:55,Amr_Kart,Balanced Array,1343,B
105231794,Jan/24/2021 17:17,Amr_Kart,Short Substrings,1367,A
105218975,Jan/24/2021 14:24,Amr_Kart,Buy a Shovel,732,A
105217911,Jan/24/2021 14:07,Amr_Kart,Yet Another Two Integers Problem,1409,A
105209957,Jan/24/2021 12:04,Amr_Kart,Restoring Three Numbers,1154,A
105206595,Jan/24/2021 11:16,Amr_Kart,I_love_\%username\%,155,A
105203194,Jan/24/2021 10:26,Amr_Kart,Remove Smallest,1399,A
105070898,Jan/22/2021 17:16,Amr_Kart,New Year and Hurry,750,A
104906880,Jan/20/2021 16:16,Amr_Kart,Vasya the Hipster,581,A
104899040,Jan/20/2021 14:39,Amr_Kart,Design Tutorial: Learn from Math,472,A
104894187,Jan/20/2021 13:28,Amr_Kart,Sum of Round Numbers,1352,A
104875978,Jan/20/2021 09:18,Amr_Kart,Fox And Snake,510,A
104747490,Jan/19/2021 11:10,Amr_Kart,Hit the Lottery,996,A
104734449,Jan/19/2021 06:58,Amr_Kart,Amusing Joke,141,A
104633035,Jan/18/2021 07:32,Amr_Kart,Candies and Two Sisters,1335,A
104629823,Jan/18/2021 06:34,Amr_Kart,Pangram,520,A
104625964,Jan/18/2021 05:00,Amr_Kart,Anton and Polyhedrons,785,A
104624860,Jan/18/2021 04:21,Amr_Kart,Games,268,A
104623139,Jan/18/2021 02:57,Amr_Kart,Divisibility Problem,1328,A
104555332,Jan/17/2021 08:17,Amr_Kart,Arrival of the General,144,A
104548311,Jan/17/2021 04:50,Amr_Kart,Is your horseshoe on the other hoof?,228,A
104548072,Jan/17/2021 04:40,Amr_Kart,Is your horseshoe on the other hoof?,228,A
103991510,Jan/10/2021 23:56,Amr_Kart,I Wanna Be the Guy,469,A
103135505,Jan/04/2021 03:16,Amr_Kart,Insomnia cure,148,A
103112542,Jan/03/2021 19:13,Amr_Kart,Drinks,200,B
103050124,Jan/02/2021 20:26,Amr_Kart,Ultra Fast Mathematician,61,A
103045615,Jan/02/2021 19:28,Amr_Kart,Calculating Function,486,A
103040585,Jan/02/2021 18:22,Amr_Kart,Hulk,705,A
102997545,Jan/02/2021 05:04,Amr_Kart,In Search of an Easy Problem,1030,A
102996489,Jan/02/2021 04:19,Amr_Kart,Magnets,344,A
102993500,Jan/02/2021 01:43,Amr_Kart,Presents,136,A
102863764,Dec/30/2020 22:54,Amr_Kart,Vanya and Fence,677,A
102860379,Dec/30/2020 21:14,Amr_Kart,George and Accommodation,467,A
102852476,Dec/30/2020 20:14,Amr_Kart,Beautiful Year,271,A
102502290,Dec/28/2020 00:36,Amr_Kart,Anton and Danik,734,A
102418265,Dec/26/2020 20:46,Amr_Kart,Translation,41,A
102413918,Dec/26/2020 19:48,Amr_Kart,Nearly Lucky Number,110,A
102342638,Dec/25/2020 21:01,Amr_Kart,Queue at the School,266,B
102333328,Dec/25/2020 18:45,Amr_Kart,Word,59,A
102326697,Dec/25/2020 17:47,Amr_Kart,Elephant,617,A
102056380,Dec/22/2020 18:47,Amr_Kart,Wrong Subtraction,977,A
102053294,Dec/22/2020 18:10,Amr_Kart,Bear and Big Brother,791,A
102049748,Dec/22/2020 17:30,Amr_Kart,Soldier and Bananas,546,A
101996189,Dec/22/2020 02:00,Amr_Kart,Boy or Girl,236,A
101967115,Dec/21/2020 17:02,Amr_Kart,Stones on the Table,266,A
101966029,Dec/21/2020 16:50,Amr_Kart,Word Capitalization,281,A
101964930,Dec/21/2020 16:38,Amr_Kart,Helpful Maths,339,A
101784414,Dec/19/2020 18:52,Amr_Kart,Beautiful Matrix,263,A
101775692,Dec/19/2020 16:31,Amr_Kart,Petya and Strings,112,A
101596621,Dec/18/2020 00:37,Amr_Kart,Bit++,282,A
101584646,Dec/17/2020 20:28,Amr_Kart,Domino piling,50,A
101536155,Dec/17/2020 18:05,Amr_Kart,Next Round,158,A
101464867,Dec/17/2020 02:34,Amr_Kart,Team,231,A
101452110,Dec/16/2020 20:42,Amr_Kart,Way Too Long Words,71,A
101435218,Dec/16/2020 17:42,Amr_Kart,Watermelon,4,A
209322041,Jun/11/2023 23:50,Conan_y65,Twin Permutations,1831,A
209231410,Jun/10/2023 23:45,Conan_y65,New Palindrome,1832,A
208834499,Jun/06/2023 23:58,Conan_y65,Binary Cafe,1840,B
208833718,Jun/06/2023 23:41,Conan_y65,Cipher Shifer,1840,A
208634725,Jun/05/2023 23:36,Conan_y65,Minimize Permutation Subarrays,1838,B
208633952,Jun/05/2023 23:21,Conan_y65,Blackboard List,1838,A
208528201,Jun/04/2023 23:52,Conan_y65,Lamps,1839,B
208367665,Jun/03/2023 23:55,Conan_y65,The Good Array,1839,A
208213371,Jun/03/2023 00:05,Conan_y65,Funny Permutation,1741,B
208213052,Jun/02/2023 23:58,Conan_y65,Funny Permutation,1741,B
207822786,May/30/2023 09:43,Conan_y65,Range Update Point Query,1791,F
207798393,May/29/2023 23:53,Conan_y65,Magical Sticks,1371,A
207309087,May/26/2023 08:39,Conan_y65,Comparison String,1837,B
207284212,May/25/2023 23:25,Conan_y65,Grasshopper on a Line,1837,A
206915003,May/23/2023 10:54,Conan_y65,Magic Powder   1,670,D1
206914965,May/23/2023 10:53,Conan_y65,Magic Powder   2,670,D2
206884414,May/23/2023 00:05,Conan_y65,K Dominant Character,888,C
206775470,May/21/2023 22:40,Conan_y65,Binary Deque,1692,E
206630264,May/20/2023 14:01,Conan_y65,Vlad Building Beautiful Array,1833,C
206617672,May/20/2023 12:02,Conan_y65,Restore the Weather,1833,B
206568437,May/19/2023 23:30,Conan_y65,Musical Puzzle,1833,A
206568411,May/19/2023 23:30,Conan_y65,Musical Puzzle,1833,A
206028427,May/15/2023 23:36,Conan_y65,Permutation Swap,1828,B
205950038,May/15/2023 10:00,Conan_y65,Divisible Array,1828,A
205949919,May/15/2023 09:59,Conan_y65,Divisible Array,1828,A
205646975,May/12/2023 23:45,Conan_y65,Points on Line,251,A
205271559,May/10/2023 00:10,Conan_y65,Trust Nobody,1826,A
204499744,May/04/2023 23:15,Conan_y65,Indivisible,1818,B
204283744,May/02/2023 21:02,Conan_y65,Politics,1818,A
202412942,Apr/16/2023 23:52,Conan_y65,Spy Detected!,1512,A
202296223,Apr/15/2023 23:30,Conan_y65,Yura's New Name,1820,A
202118586,Apr/14/2023 23:42,Conan_y65,Perfectly Imperfect Array,1514,A
201978243,Apr/13/2023 21:35,Conan_y65,Product 1 Modulo N,1514,C
201881914,Apr/12/2023 23:59,Conan_y65,Showstopper,1798,A
201748890,Apr/11/2023 23:25,Conan_y65,Ian Visits Mary,1816,A
201720182,Apr/11/2023 00:35,Conan_y65,Coins,1814,A
201506801,Apr/09/2023 18:15,Conan_y65,Make It Permutation,1810,C
201502506,Apr/09/2023 18:10,Conan_y65,Greg and Array,295,A
201257343,Apr/08/2023 15:51,Conan_y65,Playing in a Casino,1808,B
201188212,Apr/07/2023 23:53,Conan_y65,Was it Rated?,1812,B
200480135,Apr/02/2023 23:53,Conan_y65,Are You a Robot?,1812,A
200045973,Mar/31/2023 23:39,Conan_y65,Lucky Numbers,1808,A
199464793,Mar/28/2023 00:02,Conan_y65,Find and Replace,1807,C
199419607,Mar/27/2023 17:11,Conan_y65,Lucky Numbers,630,C
199355557,Mar/27/2023 06:29,Conan_y65,Good Substrings,271,D
198417597,Mar/20/2023 23:50,Conan_y65,Odd Queries,1807,D
198138727,Mar/19/2023 18:04,Conan_y65,Grab the Candies,1807,B
198119510,Mar/19/2023 17:57,Conan_y65,Plus or Minus,1807,A
